route,lines,title,endpoint_count,bucket,category,borderline_note
/alerts/alert-rules,454,告警规则,2,USER,用户端业务页（SRE/运维/管理使用者）,
/alerts/alert-statistics,235,告警统计,0,USER,用户端业务页（SRE/运维/管理使用者）,
/alerts/alert-suppression,424,告警抑制,3,USER,用户端业务页（SRE/运维/管理使用者）,
/alerts/alert-trends,235,告警趋势,0,USER,用户端业务页（SRE/运维/管理使用者）,
/alerts/alert-webhook,487,告警Webhook,3,USER,用户端业务页（SRE/运维/管理使用者）,
/alerts/alerts-advanced,757,告警高级管理,6,USER,用户端业务页（SRE/运维/管理使用者）,
/alerts/cloudwatch,488,CloudWatch告警,3,USER,用户端业务页（SRE/运维/管理使用者）,
/alerts/datadog,489,Datadog告警,3,USER,用户端业务页（SRE/运维/管理使用者）,
/alerts/dynamic-threshold,517,动态阈值,3,USER,用户端业务页（SRE/运维/管理使用者）,
/alerts/grafana,467,Grafana告警,3,USER,用户端业务页（SRE/运维/管理使用者）,
/alerts/intelligent-analysis,390,智能告警分析,3,USER,用户端业务页（SRE/运维/管理使用者）,
/alerts/pagerduty,498,PagerDuty告警,5,USER,用户端业务页（SRE/运维/管理使用者）,
/alerts/prometheus,467,Prometheus告警,3,USER,用户端业务页（SRE/运维/管理使用者）,
/alerts/zabbix,485,Zabbix告警,3,USER,用户端业务页（SRE/运维/管理使用者）,
/all-features,99,全部功能,0,USER,用户端业务页（SRE/运维/管理使用者）,
/animation,386,实时指标动画,1,DEVOPS,UI 组件/开发演示页（前端基建）,
/anomaly,221,异常检测,2,USER,用户端业务页（SRE/运维/管理使用者）,
/api-documentation,381,API文档,7,DEVOPS,API 文档（开发者）,
/apm,329,APM监控,2,USER,用户端业务页（SRE/运维/管理使用者）,
/approval,297,HITL 审批中心,0,USER,用户端业务页（SRE/运维/管理使用者）,
/assets,121,资产（监控目标）管理,2,USER,用户端业务页（SRE/运维/管理使用者）,
/assets/assets-advanced,680,资产管理高级,5,USER,用户端业务页（SRE/运维/管理使用者）,
/audit,270,审计日志,0,USER,用户端业务页（SRE/运维/管理使用者）,
/auto-heal,1621,自动修复,10,USER,用户端业务页（SRE/运维/管理使用者）,
/builder,286,变更请求管理,1,DEVOPS,变更请求构建器（内部工具）,
/business-impact,384,业务影响分析,3,USER,用户端业务页（SRE/运维/管理使用者）,
/business-impact/business-impact-advanced,652,高级业务影响分析,4,USER,用户端业务页（SRE/运维/管理使用者）,
/capacity,273,容量规划,2,USER,用户端业务页（SRE/运维/管理使用者）,
/capacity/capacity-advanced,579,容量规划高级,5,USER,用户端业务页（SRE/运维/管理使用者）,
/change-management,696,变更管理,6,USER,用户端业务页（SRE/运维/管理使用者）,
/change-management/change-advanced,623,高级变更管理,1,USER,用户端业务页（SRE/运维/管理使用者）,
/chaos,561,混沌工程,3,USER,用户端业务页（SRE/运维/管理使用者）,
/chaos-engineering,484,混沌工程,2,USER,用户端业务页（SRE/运维/管理使用者）,
/chaos/chaos-advanced,643,混沌工程高级,5,USER,用户端业务页（SRE/运维/管理使用者）,
/chaos/chaos-configuration,74,混沌配置,1,USER,用户端业务页（SRE/运维/管理使用者）,
/chaos/chaos-dashboard,74,混沌仪表盘,1,USER,用户端业务页（SRE/运维/管理使用者）,
/chaos/chaos-engineering,74,混沌工程,1,USER,用户端业务页（SRE/运维/管理使用者）,
/chaos/chaos-experiments,74,混沌实验,1,USER,用户端业务页（SRE/运维/管理使用者）,
/chaos/chaos-mesh,74,Chaos Mesh,1,USER,用户端业务页（SRE/运维/管理使用者）,
/chaos/chaos-reports,74,混沌报告,1,USER,用户端业务页（SRE/运维/管理使用者）,
/chaos/chaos-scenarios,74,混沌场景,1,USER,用户端业务页（SRE/运维/管理使用者）,
/chaos/fault-injection,74,故障注入,1,USER,用户端业务页（SRE/运维/管理使用者）,
/charts,318,指标趋势看板,1,DEVOPS,UI 组件/开发演示页（前端基建）,
/charts/chart-aggregation,508,图表聚合,5,DEVOPS,UI 图表组件（前端基建）,
/collaboration,323,团队协作,1,USER,用户端业务页（SRE/运维/管理使用者）,
/collaboration/collaboration-advanced,631,协作高级,5,USER,用户端业务页（SRE/运维/管理使用者）,
/compliance-audit,380,合规审计,2,USER,用户端业务页（SRE/运维/管理使用者）,
/cost,303,成本管理,2,USER,用户端业务页（SRE/运维/管理使用者）,
/cost/budget-management,157,预算管理,1,USER,用户端业务页（SRE/运维/管理使用者）,
/cost/cost-advanced,666,成本管理高级,5,USER,用户端业务页（SRE/运维/管理使用者）,
/cost/cost-collection,105,成本收集,2,USER,用户端业务页（SRE/运维/管理使用者）,
/cost/cost-monitoring,137,成本监控,1,USER,用户端业务页（SRE/运维/管理使用者）,
/cost/cost-optimization,157,成本优化,3,USER,用户端业务页（SRE/运维/管理使用者）,
/cost/cost-prediction,111,成本预测,1,USER,用户端业务页（SRE/运维/管理使用者）,
/cost/cost-report,157,成本报告,1,USER,用户端业务页（SRE/运维/管理使用者）,
/cost/llm-cost,132,LLM成本监控,1,USER,用户端业务页（SRE/运维/管理使用者）,
/cost/resource-cost,113,资源成本,1,USER,用户端业务页（SRE/运维/管理使用者）,
/dashboard,276,仪表盘,3,USER,用户端业务页（SRE/运维/管理使用者）,
/dashboard/dashboard-advanced,878,仪表板高级,4,USER,用户端业务页（SRE/运维/管理使用者）,
/database/cache-optimization,74,缓存优化,1,USER,用户端业务页（SRE/运维/管理使用者）,
/database/connection-optimization,74,连接优化,1,USER,用户端业务页（SRE/运维/管理使用者）,
/database/database-advanced,700,高级数据库管理,5,USER,用户端业务页（SRE/运维/管理使用者）,
/database/database-monitoring,470,数据库监控,1,USER,用户端业务页（SRE/运维/管理使用者）,
/database/database-optimization,760,数据库优化,3,USER,用户端业务页（SRE/运维/管理使用者）,
/database/failover,74,故障转移,1,DEVOPS,数据库基础设施（高可用/复制/分片，运维端后端能力）,
/database/health-monitoring,74,健康监控,1,USER,用户端业务页（SRE/运维/管理使用者）,
/database/index-optimization,74,索引优化,1,USER,用户端业务页（SRE/运维/管理使用者）,
/database/optimization,74,数据库优化,1,USER,用户端业务页（SRE/运维/管理使用者）,
/database/optimization-manager,74,优化管理器,1,USER,用户端业务页（SRE/运维/管理使用者）,
/database/performance-tuning,74,性能调优,1,USER,用户端业务页（SRE/运维/管理使用者）,
/database/postgresql-shard,74,PostgreSQL分片,1,DEVOPS,数据库基础设施（高可用/复制/分片，运维端后端能力）,
/database/query-cache,74,查询缓存,1,USER,用户端业务页（SRE/运维/管理使用者）,
/database/query-optimization,74,查询优化,1,USER,用户端业务页（SRE/运维/管理使用者）,
/database/read-write-routing,74,读写分离,1,DEVOPS,数据库基础设施（高可用/复制/分片，运维端后端能力）,
/database/replication,74,数据库复制,1,DEVOPS,数据库基础设施（高可用/复制/分片，运维端后端能力）,
/database/sharding,74,分片管理,1,DEVOPS,数据库基础设施（高可用/复制/分片，运维端后端能力）,
/database/slow-query,74,慢查询分析,1,USER,用户端业务页（SRE/运维/管理使用者）,
/disaster/backup-management,74,备份管理,1,USER,用户端业务页（SRE/运维/管理使用者）,
/disaster/backup-recovery,74,备份恢复,1,USER,用户端业务页（SRE/运维/管理使用者）,
/disaster/backup-strategy,74,备份策略,1,USER,用户端业务页（SRE/运维/管理使用者）,
/disaster/data-backup,74,数据备份,1,USER,用户端业务页（SRE/运维/管理使用者）,
/disaster/disaster-recovery,74,灾难恢复,1,USER,用户端业务页（SRE/运维/管理使用者）,
/disaster/dr-drill,74,灾难恢复演练,1,USER,用户端业务页（SRE/运维/管理使用者）,
/disaster/dr-scenarios,74,灾难恢复场景,1,USER,用户端业务页（SRE/运维/管理使用者）,
/disaster/dr-testing,74,DR测试,1,USER,用户端业务页（SRE/运维/管理使用者）,
/disaster/ha-configuration,74,高可用配置,1,USER,用户端业务页（SRE/运维/管理使用者）,
/disaster/pgbackrest,74,pgBackRest备份,1,USER,用户端业务页（SRE/运维/管理使用者）,pgBackRest 备份引擎（运维端 or 用户端？）
/disaster/recovery-plan,74,恢复计划,1,USER,用户端业务页（SRE/运维/管理使用者）,
/disaster/velero,74,Velero备份,1,USER,用户端业务页（SRE/运维/管理使用者）,Velero 备份引擎（运维端 or 用户端？）
/docs/doc-generation,74,文档生成,1,DEVOPS,文档生成工具链（Sphinx/模板/文档API，开发者）,
/docs/doc-generator,74,文档生成器,1,DEVOPS,文档生成工具链（Sphinx/模板/文档API，开发者）,
/docs/document-creation,74,文档创建,1,DEVOPS,文档生成工具链（Sphinx/模板/文档API，开发者）,
/docs/document-list,74,文档列表,1,DEVOPS,文档生成工具链（Sphinx/模板/文档API，开发者）,
/docs/documentation-api,74,文档API,1,DEVOPS,文档生成工具链（Sphinx/模板/文档API，开发者）,
/docs/documentation-management,74,文档管理,1,DEVOPS,文档生成工具链（Sphinx/模板/文档API，开发者）,
/docs/sphinx,74,Sphinx文档,1,DEVOPS,文档生成工具链（Sphinx/模板/文档API，开发者）,
/docs/template-management,74,模板管理,1,DEVOPS,文档生成工具链（Sphinx/模板/文档API，开发者）,
/documentation,497,文档管理,5,USER,用户端业务页（SRE/运维/管理使用者）,平台文档展示（用户 or 开发者？）
/documentation/doc-generator,246,文档生成器,6,DEVOPS,文档生成/管理工具（开发者）,
/documentation/documentation-advanced,572,文档管理高级,4,DEVOPS,文档生成/管理工具（开发者）,
/enterprise/audit-trail,74,审计追踪,1,USER,用户端业务页（SRE/运维/管理使用者）,
/enterprise/business-impact,74,业务影响,1,USER,用户端业务页（SRE/运维/管理使用者）,
/enterprise/compliance,74,合规管理,1,USER,用户端业务页（SRE/运维/管理使用者）,
/enterprise/compliance-manager,74,合规管理器,1,USER,用户端业务页（SRE/运维/管理使用者）,
/enterprise/data-lifecycle,74,数据生命周期,1,USER,用户端业务页（SRE/运维/管理使用者）,
/enterprise/data-lineage,74,数据血缘,1,USER,用户端业务页（SRE/运维/管理使用者）,
/enterprise/data-privacy,74,数据隐私,1,USER,用户端业务页（SRE/运维/管理使用者）,
/enterprise/enterprise-advanced,590,高级企业功能,7,USER,用户端业务页（SRE/运维/管理使用者）,
/enterprise/enterprise-api,74,企业API,1,USER,用户端业务页（SRE/运维/管理使用者）,
/enterprise/enterprise-features,74,企业功能,1,USER,用户端业务页（SRE/运维/管理使用者）,
/enterprise/enterprise-settings,74,企业设置,1,USER,用户端业务页（SRE/运维/管理使用者）,
/enterprise/multi-tenant,74,多租户支持,1,USER,用户端业务页（SRE/运维/管理使用者）,
/enterprise/notify,255,通知系统,1,USER,用户端业务页（SRE/运维/管理使用者）,
/enterprise/notify-advanced,543,高级通知系统,6,USER,用户端业务页（SRE/运维/管理使用者）,
/enterprise/priority-management,74,优先级管理,1,USER,用户端业务页（SRE/运维/管理使用者）,
/enterprise/security-center,74,安全中心,1,USER,用户端业务页（SRE/运维/管理使用者）,
/enterprise/service-discovery,297,服务发现,1,USER,用户端业务页（SRE/运维/管理使用者）,
/enterprise/service-discovery-advanced,553,高级服务发现,6,USER,用户端业务页（SRE/运维/管理使用者）,
/enterprise/service-mesh,353,服务网格,2,USER,用户端业务页（SRE/运维/管理使用者）,
/enterprise/service-mesh-advanced,657,高级服务网格,6,USER,用户端业务页（SRE/运维/管理使用者）,
/enterprise/sla-status,74,SLA状态,1,USER,用户端业务页（SRE/运维/管理使用者）,
/enterprise/tenant-engine,74,租户引擎,1,USER,用户端业务页（SRE/运维/管理使用者）,
/feedback,342,AI 反馈闭环,3,USER,用户端业务页（SRE/运维/管理使用者）,
/forms,211,创建变更请求,1,DEVOPS,UI 组件/开发演示页（前端基建）,
/frontend-advanced,773,前端高级功能,5,DEVOPS,UI 组件/开发演示页（前端基建）,
/frontend-enhancement,958,前端增强,10,DEVOPS,UI 组件/开发演示页（前端基建）,
/frontend/accessibility,74,无障碍支持,1,DEVOPS,前端基建（主题/缓存/性能/无障碍/偏好/集成）,
/frontend/cache-strategy,74,缓存策略,1,DEVOPS,前端基建（主题/缓存/性能/无障碍/偏好/集成）,
/frontend/frontend-enhancement,74,前端增强,1,DEVOPS,前端基建（主题/缓存/性能/无障碍/偏好/集成）,
/frontend/frontend-integration,74,前端集成,1,DEVOPS,前端基建（主题/缓存/性能/无障碍/偏好/集成）,
/frontend/performance-optimization,74,性能优化,1,DEVOPS,前端基建（主题/缓存/性能/无障碍/偏好/集成）,
/frontend/theme-management,74,主题管理,1,DEVOPS,前端基建（主题/缓存/性能/无障碍/偏好/集成）,
/frontend/ui-experience,74,UI体验,1,DEVOPS,前端基建（主题/缓存/性能/无障碍/偏好/集成）,
/frontend/user-preferences,74,用户偏好,1,DEVOPS,前端基建（主题/缓存/性能/无障碍/偏好/集成）,用户偏好（用户端设置 or 前端基建？）
/graphql/graphql-api,74,GraphQL接口,1,DEVOPS,GraphQL API 层（开发者接口）,
/graphql/graphql-auth,74,GraphQL认证,1,DEVOPS,GraphQL API 层（开发者接口）,
/graphql/graphql-dataloader,214,GraphQL DataLoader,3,DEVOPS,GraphQL API 层（开发者接口）,
/graphql/graphql-query,74,GraphQL查询,1,DEVOPS,GraphQL API 层（开发者接口）,
/graphql/graphql-resolvers,74,GraphQL解析器,1,DEVOPS,GraphQL API 层（开发者接口）,
/graphql/graphql-schema,74,GraphQL Schema,1,DEVOPS,GraphQL API 层（开发者接口）,
/graphql/graphql-subscription,74,GraphQL订阅,1,DEVOPS,GraphQL API 层（开发者接口）,
/grpc/grpc-health,74,gRPC健康检查,1,DEVOPS,gRPC 服务层（开发者接口）,
/grpc/grpc-management,74,gRPC服务管理,1,DEVOPS,gRPC 服务层（开发者接口）,
/grpc/grpc-service,74,gRPC服务,1,DEVOPS,gRPC 服务层（开发者接口）,
/history,70,修复历史 / 验证结果,1,USER,用户端业务页（SRE/运维/管理使用者）,
/i18n,202,国际化管理,3,DEVOPS,国际化基建（资源/格式化/适配器/翻译）,
/i18n/currency-format,74,货币格式,1,DEVOPS,国际化基建（资源/格式化/适配器/翻译）,
/i18n/date-format,74,日期格式,1,DEVOPS,国际化基建（资源/格式化/适配器/翻译）,
/i18n/formatting,74,格式化,1,DEVOPS,国际化基建（资源/格式化/适配器/翻译）,
/i18n/i18n-management,74,国际化管理,1,DEVOPS,国际化基建（资源/格式化/适配器/翻译）,
/i18n/language-support,74,语言支持,1,DEVOPS,国际化基建（资源/格式化/适配器/翻译）,
/i18n/locale-switching,74,语言切换,1,DEVOPS,国际化基建（资源/格式化/适配器/翻译）,
/i18n/localization-adapter,74,本地化适配器,1,DEVOPS,国际化基建（资源/格式化/适配器/翻译）,
/i18n/localization-resource,74,本地化资源,1,DEVOPS,国际化基建（资源/格式化/适配器/翻译）,
/i18n/resource-management,74,资源管理,1,DEVOPS,国际化基建（资源/格式化/适配器/翻译）,
/i18n/translation,74,翻译管理,1,DEVOPS,国际化基建（资源/格式化/适配器/翻译）,
/infrastructure/hardware-log,318,硬件日志分析,4,USER,用户端业务页（SRE/运维/管理使用者）,
/infrastructure/infrastructure,327,基础设施管理,8,USER,用户端业务页（SRE/运维/管理使用者）,
/infrastructure/infrastructure-advanced,466,高级基础设施管理,5,USER,用户端业务页（SRE/运维/管理使用者）,
/integration,521,集成中心,7,USER,用户端业务页（SRE/运维/管理使用者）,
/integration/cicd,343,CI/CD集成,4,USER,用户端业务页（SRE/运维/管理使用者）,
/integration/cloud-platform,365,云平台集成,4,USER,用户端业务页（SRE/运维/管理使用者）,
/integration/datadog,278,Datadog集成,3,USER,用户端业务页（SRE/运维/管理使用者）,
/integration/elk-stack,296,ELK Stack集成,3,USER,用户端业务页（SRE/运维/管理使用者）,
/integration/github,327,GitHub集成,4,USER,用户端业务页（SRE/运维/管理使用者）,
/integration/gitops,375,GitOps集成,5,USER,用户端业务页（SRE/运维/管理使用者）,
/integration/grafana,275,Grafana集成,3,USER,用户端业务页（SRE/运维/管理使用者）,
/integration/integration-ecosystem,171,集成生态,1,USER,用户端业务页（SRE/运维/管理使用者）,
/integration/integration-list,227,集成列表,3,USER,用户端业务页（SRE/运维/管理使用者）,
/integration/integration-providers,300,集成提供商管理,1,USER,用户端业务页（SRE/运维/管理使用者）,
/integration/integration-registration,194,集成注册,1,USER,用户端业务页（SRE/运维/管理使用者）,
/integration/itsm,382,ITSM集成,4,USER,用户端业务页（SRE/运维/管理使用者）,
/integration/jira,290,Jira集成,3,USER,用户端业务页（SRE/运维/管理使用者）,
/integration/kafka,345,Kafka集成,5,USER,用户端业务页（SRE/运维/管理使用者）,
/integration/message-queue,317,消息队列集成,4,USER,用户端业务页（SRE/运维/管理使用者）,
/integration/notification-sending,260,通知发送,3,USER,用户端业务页（SRE/运维/管理使用者）,
/integration/oncall,334,Oncall集成,4,USER,用户端业务页（SRE/运维/管理使用者）,
/integration/prometheus,291,Prometheus集成,3,USER,用户端业务页（SRE/运维/管理使用者）,
/integration/servicenow,290,ServiceNow集成,3,USER,用户端业务页（SRE/运维/管理使用者）,
/integration/slack,343,Slack集成,5,USER,用户端业务页（SRE/运维/管理使用者）,
/integration/teams,342,Teams集成,5,USER,用户端业务页（SRE/运维/管理使用者）,
/itsm,328,ITSM集成,2,USER,用户端业务页（SRE/运维/管理使用者）,
/itsm/itsm-advanced,477,高级ITSM管理,4,USER,用户端业务页（SRE/运维/管理使用者）,
/knowledge,288,知识库,2,USER,用户端业务页（SRE/运维/管理使用者）,
/knowledge-base,342,知识库,2,USER,用户端业务页（SRE/运维/管理使用者）,
/kpi,612,${report.name},5,USER,用户端业务页（SRE/运维/管理使用者）,
/localization/localization-advanced,534,高级本地化管理,6,DEVOPS,本地化基建,
/log-analysis,413,日志分析,2,USER,用户端业务页（SRE/运维/管理使用者）,
/login,94,LoginPage,0,DEVOPS,系统初始化/认证入口（非业务展示页）,
/logs-analysis,262,日志分析,3,USER,用户端业务页（SRE/运维/管理使用者）,
/maturity,349,AIOps成熟度评估,1,USER,用户端业务页（SRE/运维/管理使用者）,组织成熟度评估（管理端 or 用户端？）
/maturity/benchmark,74,基准对比,1,USER,用户端业务页（SRE/运维/管理使用者）,
/maturity/capability-assessment,74,能力评估,1,USER,用户端业务页（SRE/运维/管理使用者）,
/maturity/improvement-plan,74,改进计划,1,USER,用户端业务页（SRE/运维/管理使用者）,
/maturity/maturity-advanced,364,高级成熟度评估,2,USER,用户端业务页（SRE/运维/管理使用者）,
/maturity/maturity-report,74,成熟度报告,1,USER,用户端业务页（SRE/运维/管理使用者）,
/maturity/maturity-score,74,成熟度评分,1,USER,用户端业务页（SRE/运维/管理使用者）,
/maturity/sre-maturity,74,SRE成熟度评估,1,USER,用户端业务页（SRE/运维/管理使用者）,
/metrics,316,指标探索器,2,USER,用户端业务页（SRE/运维/管理使用者）,
/metrics-explorer,375,指标探索器,2,USER,用户端业务页（SRE/运维/管理使用者）,
/mobile,373,移动仪表盘,2,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring-center,371,监控中心,2,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/anomaly-analysis,181,异常分析,2,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/anomaly-detection,196,异常检测,2,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/api-performance,192,API性能监控,1,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/apm,168,应用性能监控,1,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/cloud-monitoring,206,云平台监控,2,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/cross-service-tracing,182,跨服务追踪,1,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/detailed-health,165,详细健康信息,1,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/docker-monitoring,192,Docker监控,2,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/elasticsearch,215,Elasticsearch日志,1,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/error-logs,184,错误日志,2,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/fastapi-telemetry,158,FastAPI遥测,1,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/health-check,155,健康检查,2,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/k8s-monitoring,285,Kubernetes监控,2,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/linux-logs,155,Linux日志,1,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/linux-monitoring,172,Linux监控,1,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/log-alerting,190,日志告警,2,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/log-analysis,175,日志分析,2,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/log-collection,175,日志采集,2,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/log-search,209,日志搜索,2,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/loki,199,Loki日志存储,1,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/macos-monitoring,182,macOS监控,1,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/metrics,100,系统指标,1,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/metrics-converter,226,指标转换器,3,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/metrics-exporter,166,指标导出器,2,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/metrics-history,171,历史数据,1,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/metrics-snapshot,145,指标快照,1,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/monitoring-advanced,742,高级监控,6,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/monitoring-config,823,监控配置,6,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/observability-query,175,可观测性查询,1,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/otel-collector,299,OpenTelemetry采集,2,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/process-monitoring,161,进程监控,2,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/prometheus-metrics,187,Prometheus指标,1,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/readiness-check,177,就绪检查,2,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/telemetry-core,160,遥测核心,2,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/tempo,210,Tempo追踪存储,1,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/tracing-visualization,165,追踪可视化,1,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/victoriametrics,193,VictoriaMetrics,1,USER,用户端业务页（SRE/运维/管理使用者）,
/monitoring/windows-monitoring,223,Windows监控,2,USER,用户端业务页（SRE/运维/管理使用者）,
/multi-tenant,388,多租户管理,2,USER,用户端业务页（SRE/运维/管理使用者）,
/notifications,386,通知管理,4,USER,用户端业务页（SRE/运维/管理使用者）,
/overview,90,AIOps 实时仪表盘,1,USER,用户端业务页（SRE/运维/管理使用者）,
/performance,297,性能监控,3,USER,用户端业务页（SRE/运维/管理使用者）,
/performance/api-performance,74,API性能,1,USER,用户端业务页（SRE/运维/管理使用者）,
